index,loss
21000,3.3385825157165527
22000,3.15826153755188
23000,3.1578121185302734
24000,3.0999715328216553
25000,3.099942207336426
26000,3.06769061088562
27000,3.040200710296631
28000,3.0105605125427246
29000,3.0361227989196777
30000,3.915463447570801
31000,3.027486801147461
32000,3.0005149841308594
33000,3.9044909477233887
34000,2.999197006225586
35000,3.0262436866760254
36000,3.0293428897857666
37000,2.997361660003662
38000,2.9988813400268555
39000,3.9000306129455566
40000,3.000174045562744
41000,3.8849964141845703
42000,3.8794617652893066
43000,3.878129005432129
44000,3.8792362213134766
45000,3.886159896850586
46000,3.880180597305298
47000,3.879751205444336
48000,3.883409023284912
49000,3.878175735473633
50000,3.878727436065674
51000,3.8563361167907715
52000,3.8519043922424316
53000,3.8537867069244385
54000,3.851545810699463
55000,3.7212960720062256
56000,3.856353759765625
57000,3.856980323791504
58000,3.849205493927002
59000,3.8475818634033203
60000,3.8501977920532227
61000,3.8305258750915527
62000,3.834472417831421
63000,3.8214035034179688
64000,3.8229990005493164
65000,3.834709882736206
66000,3.816185235977173
67000,3.828871250152588
68000,3.8318369388580322
69000,3.819514751434326
70000,3.8309335708618164
71000,3.799571990966797
72000,3.7983596324920654
73000,3.7893097400665283
74000,3.8034605979919434
75000,3.8119211196899414
76000,3.800581455230713
77000,3.7994801998138428
78000,3.813772201538086
79000,3.793703317642212
80000,3.605513572692871
81000,3.7783870697021484
82000,3.7834959030151367
83000,3.774644374847412
84000,3.76074481010437
85000,3.7787396907806396
86000,3.7817277908325195
87000,3.7902698516845703
88000,3.7746458053588867
89000,3.7572083473205566
90000,3.7815709114074707
91000,3.755756139755249
92000,3.7607288360595703
93000,3.764096260070801
94000,3.7600512504577637
95000,3.756633996963501
96000,3.766366958618164
97000,3.7501330375671387
98000,3.759338855743408
99000,3.752498149871826
100000,3.753955841064453
101000,3.7431836128234863
102000,3.7420458793640137
103000,3.7406270503997803
104000,3.725299119949341
105000,3.726139545440674
106000,3.7290003299713135
107000,3.739625930786133
108000,3.7311294078826904
109000,3.733804225921631
110000,3.72055983543396
111000,3.714489221572876
112000,3.722561836242676
113000,3.721747398376465
114000,3.720283031463623
115000,3.712852954864502
116000,3.7019286155700684
117000,3.727053165435791
118000,3.699313163757324
119000,3.716121196746826
120000,3.7180371284484863
121000,3.701559543609619
122000,3.7046709060668945
123000,3.6951589584350586
124000,3.6975369453430176
125000,3.68159818649292
126000,3.6685948371887207
127000,3.691082239151001
128000,3.702308416366577
129000,3.6698172092437744
130000,3.698934555053711
131000,3.674570322036743
132000,3.6756021976470947
133000,3.6482086181640625
134000,3.652179718017578
135000,3.659420967102051
136000,3.666963577270508
137000,3.6668710708618164
138000,3.6714015007019043
139000,3.68412709236145
140000,3.6666505336761475
141000,3.6468100547790527
142000,3.6430587768554688
143000,3.632009983062744
144000,3.6418848037719727
145000,3.636197090148926
146000,3.6558756828308105
147000,3.6292805671691895
148000,3.6486968994140625
149000,3.629106044769287
150000,3.6288022994995117
151000,3.6214537620544434
152000,3.6188459396362305
153000,3.613764524459839
154000,3.617398262023926
155000,3.620466709136963
156000,3.618971347808838
157000,3.6311519145965576
158000,3.611632823944092
159000,3.617677688598633
160000,3.6242361068725586
161000,3.5880184173583984
162000,3.60390567779541
163000,3.6170148849487305
164000,3.5904691219329834
165000,3.5953001976013184
166000,3.5883681774139404
167000,3.601963996887207
168000,3.575500726699829
169000,3.5945677757263184
170000,3.601254463195801
171000,3.5617318153381348
172000,3.579704999923706
173000,3.5779237747192383
174000,3.5786564350128174
175000,3.586433172225952
176000,3.5927200317382812
177000,3.57861328125
178000,3.581601142883301
179000,3.584595203399658
180000,3.574225902557373
