index,loss
21000,3.275428295135498
22000,3.2726573944091797
23000,3.127980947494507
24000,3.1571550369262695
25000,3.1559431552886963
26000,3.0400590896606445
27000,3.040111541748047
28000,3.127847194671631
29000,3.0421040058135986
30000,3.010039806365967
31000,3.000555992126465
32000,3.027217388153076
33000,2.9996306896209717
34000,3.9051289558410645
35000,3.901514768600464
36000,3.0014710426330566
37000,3.898860454559326
38000,3.000476837158203
39000,3.9029996395111084
40000,3.903472900390625
41000,3.88128662109375
42000,3.880125045776367
43000,2.987290382385254
44000,3.8806886672973633
45000,3.8814773559570312
46000,3.880401849746704
47000,3.8819327354431152
48000,2.9897429943084717
49000,3.8809990882873535
50000,3.879800319671631
51000,3.8574368953704834
52000,3.860579013824463
53000,3.8568379878997803
54000,3.8629956245422363
55000,3.859494209289551
56000,3.8592777252197266
57000,3.8614344596862793
58000,3.8621764183044434
59000,3.8614020347595215
60000,3.85884952545166
61000,3.8395495414733887
62000,3.8368754386901855
63000,3.8085083961486816
64000,3.8391246795654297
65000,3.8373026847839355
66000,3.8409957885742188
67000,3.8358089923858643
68000,3.842111349105835
69000,3.8344838619232178
70000,3.836292028427124
71000,3.7879199981689453
72000,3.8147740364074707
73000,3.8184268474578857
74000,3.812483787536621
75000,3.8126749992370605
76000,3.8112735748291016
77000,3.8103652000427246
78000,3.8153300285339355
79000,3.8138303756713867
80000,3.8158676624298096
81000,3.7894086837768555
82000,3.7906086444854736
83000,3.7918076515197754
84000,3.7869656085968018
85000,3.7863986492156982
86000,3.7874069213867188
87000,3.792551040649414
88000,3.7948169708251953
89000,3.7957305908203125
90000,3.7896151542663574
91000,3.769524574279785
92000,3.7701644897460938
93000,3.7722249031066895
94000,3.775618553161621
95000,3.768868923187256
96000,3.7774739265441895
97000,3.770766258239746
98000,3.7732656002044678
99000,3.776460647583008
100000,3.774909734725952
101000,3.7468526363372803
102000,3.7482104301452637
103000,3.752856731414795
104000,3.7548155784606934
105000,3.750110149383545
106000,3.7574422359466553
107000,3.752957582473755
108000,3.74245285987854
109000,3.754420280456543
110000,3.746727466583252
111000,3.7226014137268066
112000,3.7257537841796875
113000,3.728954315185547
114000,3.724119186401367
115000,3.726168155670166
116000,3.7340445518493652
117000,3.7264842987060547
118000,3.7237277030944824
119000,3.7279155254364014
