index,episode,rewards
311413,395,-21.0
312177,396,-21.0
312962,397,-21.0
313725,398,-21.0
314482,399,-21.0
315271,400,-21.0
316029,401,-21.0
316791,402,-21.0
317549,403,-21.0
318373,404,-21.0
319253,405,-21.0
320015,406,-21.0
320773,407,-21.0
321535,408,-21.0
322297,409,-21.0
323061,410,-21.0
323824,411,-21.0
324701,412,-21.0
325458,413,-21.0
326219,414,-21.0
327099,415,-21.0
327861,416,-21.0
328623,417,-21.0
329503,418,-21.0
330267,419,-21.0
331091,420,-21.0
331853,421,-21.0
332672,422,-21.0
333431,423,-21.0
334195,424,-21.0
334955,425,-21.0
335837,426,-21.0
336655,427,-21.0
337414,428,-21.0
338171,429,-21.0
338935,430,-21.0
339699,431,-21.0
340456,432,-21.0
341338,433,-21.0
342099,434,-21.0
342863,435,-21.0
343680,436,-21.0
344442,437,-21.0
345296,438,-20.0
346118,439,-21.0
347060,440,-21.0
347824,441,-21.0
348582,442,-21.0
349343,443,-21.0
350104,444,-21.0
350922,445,-21.0
351684,446,-21.0
352442,447,-21.0
353203,448,-21.0
354021,449,-21.0
354785,450,-21.0
355547,451,-21.0
356311,452,-21.0
357248,453,-21.0
358007,454,-21.0
358767,455,-21.0
359527,456,-21.0
360287,457,-21.0
361107,458,-21.0
361925,459,-21.0
362687,460,-21.0
363628,461,-21.0
364568,462,-21.0
365446,463,-21.0
366204,464,-21.0
367027,465,-21.0
367784,466,-21.0
368548,467,-21.0
369311,468,-21.0
370070,469,-21.0
370834,470,-21.0
371593,471,-21.0
372356,472,-21.0
373119,473,-21.0
373881,474,-21.0
374645,475,-21.0
375456,476,-21.0
376215,477,-21.0
376973,478,-21.0
377732,479,-21.0
378492,480,-21.0
379251,481,-21.0
380009,482,-21.0
380768,483,-21.0
381648,484,-21.0
382406,485,-21.0
383167,486,-21.0
383987,487,-21.0
384745,488,-21.0
385503,489,-21.0
386267,490,-21.0
387031,491,-21.0
387792,492,-21.0
388556,493,-21.0
389318,494,-21.0
390080,495,-21.0
390843,496,-21.0
391600,497,-21.0
392540,498,-21.0
393298,499,-21.0
394059,500,-21.0
394816,501,-21.0
395573,502,-21.0
396516,503,-21.0
397400,504,-21.0
398158,505,-21.0
398915,506,-21.0
399675,507,-21.0
400436,508,-21.0
401374,509,-21.0
402137,510,-21.0
402901,511,-21.0
403662,512,-21.0
404424,513,-21.0
405182,514,-21.0
405943,515,-21.0
406702,516,-21.0
407465,517,-21.0
408222,518,-21.0
408986,519,-21.0
409747,520,-21.0
410504,521,-21.0
411262,522,-21.0
412021,523,-21.0
412964,524,-21.0
413727,525,-21.0
414488,526,-21.0
415252,527,-21.0
416013,528,-21.0
416773,529,-21.0
417533,530,-21.0
418291,531,-21.0
419053,532,-21.0
419934,533,-21.0
420694,534,-21.0
421453,535,-21.0
422215,536,-21.0
422975,537,-21.0
423732,538,-21.0
424495,539,-21.0
425378,540,-21.0
426141,541,-21.0
426904,542,-21.0
427661,543,-21.0
428484,544,-21.0
429244,545,-21.0
430008,546,-21.0
430772,547,-21.0
431530,548,-21.0
432474,549,-21.0
433232,550,-21.0
434110,551,-21.0
434869,552,-21.0
435633,553,-21.0
436392,554,-21.0
437155,555,-21.0
437915,556,-21.0
438679,557,-21.0
439442,558,-21.0
440322,559,-21.0
441263,560,-21.0
442021,561,-21.0
442783,562,-21.0
443542,563,-21.0
444301,564,-21.0
445063,565,-21.0
445823,566,-21.0
446587,567,-21.0
447351,568,-21.0
448113,569,-21.0
448932,570,-21.0
449696,571,-21.0
450455,572,-21.0
451219,573,-21.0
451982,574,-21.0
452739,575,-21.0
453500,576,-21.0
454262,577,-21.0
455142,578,-21.0
455899,579,-21.0
456660,580,-21.0
457417,581,-21.0
458175,582,-21.0
458937,583,-21.0
459694,584,-21.0
460454,585,-21.0
461216,586,-21.0
461979,587,-21.0
462741,588,-21.0
463498,589,-21.0
464256,590,-21.0
465019,591,-21.0
465779,592,-21.0
466540,593,-21.0
467300,594,-21.0
468060,595,-21.0
468822,596,-21.0
469585,597,-21.0
470348,598,-21.0
471110,599,-21.0
471871,600,-21.0
472632,601,-21.0
473395,602,-21.0
474155,603,-21.0
474916,604,-21.0
475679,605,-21.0
476436,606,-21.0
477195,607,-21.0
477959,608,-21.0
478719,609,-21.0
479481,610,-21.0
480240,611,-21.0
480997,612,-21.0
481755,613,-21.0
482518,614,-21.0
483276,615,-21.0
484036,616,-21.0
484797,617,-21.0
485555,618,-21.0
486316,619,-21.0
487080,620,-21.0
487843,621,-21.0
488603,622,-21.0
489363,623,-21.0
490121,624,-21.0
490884,625,-21.0
491643,626,-21.0
492403,627,-21.0
493165,628,-21.0
493927,629,-21.0
494691,630,-21.0
495452,631,-21.0
496210,632,-21.0
496970,633,-21.0
497732,634,-21.0
498493,635,-21.0
499253,636,-21.0
500011,637,-21.0
500769,638,-21.0
501526,639,-21.0
502285,640,-21.0
503043,641,-21.0
503803,642,-21.0
504565,643,-21.0
505324,644,-21.0
506082,645,-21.0
506842,646,-21.0
507600,647,-21.0
508363,648,-21.0
509124,649,-21.0
509882,650,-21.0
510640,651,-21.0
511403,652,-21.0
512166,653,-21.0
512923,654,-21.0
513686,655,-21.0
514444,656,-21.0
515206,657,-21.0
515966,658,-21.0
516726,659,-21.0
517485,660,-21.0
518242,661,-21.0
519002,662,-21.0
519764,663,-21.0
520523,664,-21.0
521287,665,-21.0
522045,666,-21.0
522807,667,-21.0
523569,668,-21.0
524333,669,-21.0
525090,670,-21.0
525851,671,-21.0
526614,672,-21.0
527375,673,-21.0
528132,674,-21.0
528893,675,-21.0
529654,676,-21.0
530414,677,-21.0
531171,678,-21.0
531935,679,-21.0
532692,680,-21.0
533454,681,-21.0
534214,682,-21.0
534971,683,-21.0
535730,684,-21.0
536490,685,-21.0
537250,686,-21.0
538010,687,-21.0
538769,688,-21.0
539531,689,-21.0
540291,690,-21.0
541048,691,-21.0
541810,692,-21.0
542572,693,-21.0
543331,694,-21.0
544089,695,-21.0
544850,696,-21.0
545610,697,-21.0
546371,698,-21.0
547134,699,-21.0
547892,700,-21.0
548652,701,-21.0
549413,702,-21.0
550175,703,-21.0
550939,704,-21.0
551699,705,-21.0
552643,706,-21.0
553401,707,-21.0
554160,708,-21.0
554918,709,-21.0
555679,710,-21.0
556441,711,-21.0
557204,712,-21.0
557966,713,-21.0
558728,714,-21.0
559492,715,-21.0
560250,716,-21.0
561013,717,-21.0
561775,718,-21.0
562534,719,-21.0
563296,720,-21.0
564056,721,-21.0
564815,722,-21.0
565574,723,-21.0
566336,724,-21.0
567093,725,-21.0
567851,726,-21.0
568615,727,-21.0
569376,728,-21.0
570134,729,-21.0
570893,730,-21.0
571656,731,-21.0
572417,732,-21.0
573180,733,-21.0
573940,734,-21.0
574701,735,-21.0
575463,736,-21.0
576220,737,-21.0
576982,738,-21.0
577746,739,-21.0
578508,740,-21.0
579270,741,-21.0
580032,742,-21.0
580793,743,-21.0
581552,744,-21.0
582313,745,-21.0
583072,746,-21.0
583833,747,-21.0
584594,748,-21.0
585356,749,-21.0
586120,750,-21.0
586878,751,-21.0
587637,752,-21.0
588400,753,-21.0
589163,754,-21.0
589923,755,-21.0
590685,756,-21.0
591447,757,-21.0
592208,758,-21.0
592965,759,-21.0
593728,760,-21.0
594490,761,-21.0
595253,762,-21.0
596016,763,-21.0
596778,764,-21.0
597539,765,-21.0
598296,766,-21.0
599059,767,-21.0
599818,768,-21.0
600576,769,-21.0
601339,770,-21.0
602102,771,-21.0
602862,772,-21.0
603621,773,-21.0
604384,774,-21.0
605145,775,-21.0
605906,776,-21.0
606670,777,-21.0
607430,778,-21.0
608189,779,-21.0
608953,780,-21.0
609711,781,-21.0
610469,782,-21.0
611228,783,-21.0
611985,784,-21.0
612743,785,-21.0
613500,786,-21.0
614260,787,-21.0
615017,788,-21.0
615776,789,-21.0
616534,790,-21.0
617293,791,-21.0
618056,792,-21.0
618817,793,-21.0
619578,794,-21.0
620337,795,-21.0
621095,796,-21.0
621856,797,-21.0
622614,798,-21.0
623375,799,-21.0
624135,800,-21.0
624894,801,-21.0
625653,802,-21.0
626415,803,-21.0
627178,804,-21.0
627936,805,-21.0
628695,806,-21.0
629458,807,-21.0
630217,808,-21.0
630980,809,-21.0
631742,810,-21.0
632505,811,-21.0
633268,812,-21.0
634030,813,-21.0
634792,814,-21.0
635553,815,-21.0
636315,816,-21.0
637079,817,-21.0
637836,818,-21.0
638597,819,-21.0
639355,820,-21.0
640119,821,-21.0
640883,822,-21.0
641643,823,-21.0
642406,824,-21.0
643167,825,-21.0
643925,826,-21.0
644686,827,-21.0
645449,828,-21.0
646209,829,-21.0
646973,830,-21.0
647737,831,-21.0
648494,832,-21.0
649254,833,-21.0
650012,834,-21.0
650775,835,-21.0
651536,836,-21.0
652297,837,-21.0
653060,838,-21.0
653824,839,-21.0
654585,840,-21.0
655343,841,-21.0
656106,842,-21.0
656864,843,-21.0
657625,844,-21.0
658388,845,-21.0
659148,846,-21.0
659906,847,-21.0
660669,848,-21.0
661429,849,-21.0
662186,850,-21.0
662945,851,-21.0
663706,852,-21.0
664463,853,-21.0
665227,854,-21.0
665989,855,-21.0
666750,856,-21.0
667512,857,-21.0
668269,858,-21.0
669028,859,-21.0
669789,860,-21.0
670552,861,-21.0
671315,862,-21.0
672073,863,-21.0
672834,864,-21.0
673595,865,-21.0
674356,866,-21.0
675119,867,-21.0
675883,868,-21.0
676642,869,-21.0
677405,870,-21.0
678162,871,-21.0
678926,872,-21.0
679690,873,-21.0
680448,874,-21.0
681207,875,-21.0
681968,876,-21.0
682730,877,-21.0
683491,878,-21.0
684249,879,-21.0
685011,880,-21.0
685768,881,-21.0
686528,882,-21.0
687290,883,-21.0
688050,884,-21.0
688813,885,-21.0
689571,886,-21.0
690330,887,-21.0
691088,888,-21.0
691849,889,-21.0
692610,890,-21.0
693372,891,-21.0
694134,892,-21.0
694892,893,-21.0
695652,894,-21.0
696410,895,-21.0
697173,896,-21.0
697935,897,-21.0
698694,898,-21.0
699455,899,-21.0
700213,900,-21.0
700971,901,-21.0
701732,902,-21.0
702489,903,-21.0
703246,904,-21.0
704010,905,-21.0
704830,906,-21.0
705592,907,-21.0
706354,908,-21.0
707111,909,-21.0
707869,910,-21.0
708628,911,-21.0
709391,912,-21.0
710148,913,-21.0
710906,914,-21.0
711664,915,-21.0
712422,916,-21.0
713185,917,-21.0
713949,918,-21.0
714707,919,-21.0
715470,920,-21.0
716227,921,-21.0
716984,922,-21.0
717742,923,-21.0
718500,924,-21.0
719263,925,-21.0
720021,926,-21.0
720784,927,-21.0
721546,928,-21.0
722305,929,-21.0
723066,930,-21.0
723829,931,-21.0
724590,932,-21.0
725348,933,-21.0
726106,934,-21.0
726867,935,-21.0
727628,936,-21.0
728389,937,-21.0
729150,938,-21.0
729910,939,-21.0
730727,940,-21.0
731486,941,-21.0
732250,942,-21.0
733012,943,-21.0
733772,944,-21.0
734532,945,-21.0
735290,946,-21.0
736049,947,-21.0
736809,948,-21.0
737570,949,-21.0
738331,950,-21.0
739090,951,-21.0
739849,952,-21.0
740668,953,-21.0
741430,954,-21.0
742187,955,-21.0
742948,956,-21.0
743707,957,-21.0
744469,958,-21.0
745226,959,-21.0
745985,960,-21.0
746747,961,-21.0
747508,962,-21.0
748268,963,-21.0
749027,964,-21.0
749790,965,-21.0
750550,966,-21.0
751313,967,-21.0
752075,968,-21.0
752896,969,-21.0
753656,970,-21.0
754419,971,-21.0
755180,972,-21.0
755941,973,-21.0
756705,974,-21.0
757468,975,-21.0
758231,976,-21.0
758989,977,-21.0
759748,978,-21.0
760509,979,-21.0
761273,980,-21.0
762033,981,-21.0
762793,982,-21.0
763557,983,-21.0
764319,984,-21.0
765080,985,-21.0
765839,986,-21.0
766596,987,-21.0
767359,988,-21.0
768121,989,-21.0
768880,990,-21.0
769640,991,-21.0
770401,992,-21.0
771164,993,-21.0
771926,994,-21.0
772686,995,-21.0
773444,996,-21.0
774206,997,-21.0
774965,998,-21.0
775729,999,-21.0
776489,1000,-21.0
777252,1001,-21.0
778011,1002,-21.0
778775,1003,-21.0
779535,1004,-21.0
780299,1005,-21.0
781059,1006,-21.0
781876,1007,-21.0
782635,1008,-21.0
783398,1009,-21.0
784160,1010,-21.0
784924,1011,-21.0
785681,1012,-21.0
786443,1013,-21.0
787205,1014,-21.0
787963,1015,-21.0
788720,1016,-21.0
789541,1017,-21.0
790302,1018,-21.0
791060,1019,-21.0
791819,1020,-21.0
792579,1021,-21.0
793338,1022,-21.0
794097,1023,-21.0
794920,1024,-21.0
795684,1025,-21.0
796448,1026,-21.0
797268,1027,-21.0
798029,1028,-21.0
798792,1029,-21.0
799554,1030,-21.0
800316,1031,-21.0
801074,1032,-21.0
801837,1033,-21.0
802597,1034,-21.0
803357,1035,-21.0
804118,1036,-21.0
804876,1037,-21.0
805633,1038,-21.0
806391,1039,-21.0
807150,1040,-21.0
807914,1041,-21.0
808677,1042,-21.0
809441,1043,-21.0
810205,1044,-21.0
810966,1045,-21.0
811726,1046,-21.0
812484,1047,-21.0
813245,1048,-21.0
814007,1049,-21.0
814769,1050,-21.0
815526,1051,-21.0
816287,1052,-21.0
817050,1053,-21.0
817809,1054,-21.0
818566,1055,-21.0
819327,1056,-21.0
820087,1057,-21.0
820850,1058,-21.0
821611,1059,-21.0
822368,1060,-21.0
823129,1061,-21.0
823887,1062,-21.0
824651,1063,-21.0
825409,1064,-21.0
826171,1065,-21.0
826934,1066,-21.0
827691,1067,-21.0
828452,1068,-21.0
829214,1069,-21.0
830032,1070,-21.0
830792,1071,-21.0
831550,1072,-21.0
832310,1073,-21.0
833068,1074,-21.0
833825,1075,-21.0
834589,1076,-21.0
835352,1077,-21.0
836175,1078,-21.0
836935,1079,-21.0
837697,1080,-21.0
838456,1081,-21.0
839218,1082,-21.0
839980,1083,-21.0
840743,1084,-21.0
841506,1085,-21.0
842270,1086,-21.0
843090,1087,-21.0
843853,1088,-21.0
844613,1089,-21.0
845376,1090,-21.0
846138,1091,-21.0
846896,1092,-21.0
847653,1093,-21.0
848473,1094,-21.0
849233,1095,-21.0
850236,1096,-21.0
850998,1097,-21.0
851759,1098,-21.0
852516,1099,-21.0
853279,1100,-21.0
854043,1101,-21.0
854802,1102,-21.0
855559,1103,-21.0
856316,1104,-21.0
857080,1105,-21.0
857842,1106,-21.0
858601,1107,-21.0
859359,1108,-21.0
860116,1109,-21.0
860874,1110,-21.0
861638,1111,-21.0
862396,1112,-21.0
863158,1113,-21.0
863915,1114,-21.0
864676,1115,-21.0
865440,1116,-21.0
866200,1117,-21.0
866964,1118,-21.0
867725,1119,-21.0
868486,1120,-21.0
869245,1121,-21.0
870002,1122,-21.0
870764,1123,-21.0
871526,1124,-21.0
872287,1125,-21.0
873044,1126,-21.0
873805,1127,-21.0
874562,1128,-21.0
875324,1129,-21.0
876085,1130,-21.0
876843,1131,-21.0
877602,1132,-21.0
878364,1133,-21.0
879128,1134,-21.0
879890,1135,-21.0
880649,1136,-21.0
881410,1137,-21.0
882167,1138,-21.0
882929,1139,-21.0
883687,1140,-21.0
884444,1141,-21.0
885201,1142,-21.0
885961,1143,-21.0
886719,1144,-21.0
887482,1145,-21.0
888242,1146,-21.0
889005,1147,-21.0
889766,1148,-21.0
890526,1149,-21.0
891287,1150,-21.0
892050,1151,-21.0
892867,1152,-21.0
893630,1153,-21.0
894388,1154,-21.0
895149,1155,-21.0
895909,1156,-21.0
896671,1157,-21.0
897431,1158,-21.0
898194,1159,-21.0
898955,1160,-21.0
899718,1161,-21.0
900478,1162,-21.0
901240,1163,-21.0
902002,1164,-21.0
902763,1165,-21.0
903523,1166,-21.0
904282,1167,-21.0
905039,1168,-21.0
905800,1169,-21.0
906562,1170,-21.0
907323,1171,-21.0
908086,1172,-21.0
908848,1173,-21.0
909605,1174,-21.0
910366,1175,-21.0
911125,1176,-21.0
911883,1177,-21.0
912647,1178,-21.0
913407,1179,-21.0
914165,1180,-21.0
914923,1181,-21.0
915683,1182,-21.0
916442,1183,-21.0
917200,1184,-21.0
917963,1185,-21.0
918722,1186,-21.0
919480,1187,-21.0
920240,1188,-21.0
921001,1189,-21.0
921758,1190,-21.0
922520,1191,-21.0
923277,1192,-21.0
924039,1193,-21.0
924800,1194,-21.0
925563,1195,-21.0
926322,1196,-21.0
927085,1197,-21.0
927849,1198,-21.0
928611,1199,-21.0
929374,1200,-21.0
930134,1201,-21.0
930893,1202,-21.0
931657,1203,-21.0
932417,1204,-21.0
933180,1205,-21.0
933943,1206,-21.0
934702,1207,-21.0
935465,1208,-21.0
936229,1209,-21.0
936992,1210,-21.0
937753,1211,-21.0
938513,1212,-21.0
939272,1213,-21.0
940035,1214,-21.0
940797,1215,-21.0
941616,1216,-21.0
942376,1217,-21.0
943133,1218,-21.0
943893,1219,-21.0
944656,1220,-21.0
945415,1221,-21.0
946179,1222,-21.0
946938,1223,-21.0
947697,1224,-21.0
948455,1225,-21.0
949215,1226,-21.0
949973,1227,-21.0
950790,1228,-21.0
951549,1229,-21.0
952309,1230,-21.0
953067,1231,-21.0
953828,1232,-21.0
954590,1233,-21.0
955354,1234,-21.0
956116,1235,-21.0
956879,1236,-21.0
957636,1237,-21.0
958399,1238,-21.0
959159,1239,-21.0
959921,1240,-21.0
960679,1241,-21.0
961439,1242,-21.0
962199,1243,-21.0
962962,1244,-21.0
963723,1245,-21.0
964480,1246,-21.0
965239,1247,-21.0
966003,1248,-21.0
966766,1249,-21.0
967524,1250,-21.0
968288,1251,-21.0
969045,1252,-21.0
969806,1253,-21.0
970565,1254,-21.0
971329,1255,-21.0
972089,1256,-21.0
972850,1257,-21.0
973607,1258,-21.0
974369,1259,-21.0
975132,1260,-21.0
975896,1261,-21.0
976654,1262,-21.0
977414,1263,-21.0
978172,1264,-21.0
978933,1265,-21.0
979696,1266,-21.0
980458,1267,-21.0
981216,1268,-21.0
981980,1269,-21.0
982743,1270,-21.0
983561,1271,-21.0
984325,1272,-21.0
985087,1273,-21.0
985846,1274,-21.0
986606,1275,-21.0
987366,1276,-21.0
988124,1277,-21.0
988882,1278,-21.0
989640,1279,-21.0
990402,1280,-21.0
991166,1281,-21.0
991929,1282,-21.0
992692,1283,-21.0
993452,1284,-21.0
994215,1285,-21.0
994979,1286,-21.0
995738,1287,-21.0
996495,1288,-21.0
997253,1289,-21.0
998011,1290,-21.0
998775,1291,-21.0
999539,1292,-21.0
1000300,1293,-21.0
1001058,1294,-21.0
1001815,1295,-21.0
1002576,1296,-21.0
1003337,1297,-21.0
1004099,1298,-21.0
1004859,1299,-21.0
1005621,1300,-21.0
1006380,1301,-21.0
1007141,1302,-21.0
1007900,1303,-21.0
1008663,1304,-21.0
1009422,1305,-21.0
1010179,1306,-21.0
1010940,1307,-21.0
1011703,1308,-21.0
1012463,1309,-21.0
1013226,1310,-21.0
1013985,1311,-21.0
1014747,1312,-21.0
1015508,1313,-21.0
1016271,1314,-21.0
1017028,1315,-21.0
1017792,1316,-21.0
1018550,1317,-21.0
1019308,1318,-21.0
1020068,1319,-21.0
1020827,1320,-21.0
1021590,1321,-21.0
1022349,1322,-21.0
1023111,1323,-21.0
1023872,1324,-21.0
1024631,1325,-21.0
1025390,1326,-21.0
1026150,1327,-21.0
1026907,1328,-21.0
1027671,1329,-21.0
1028434,1330,-21.0
1029191,1331,-21.0
1029953,1332,-21.0
1030716,1333,-21.0
1031475,1334,-21.0
1032235,1335,-21.0
1032998,1336,-21.0
1033757,1337,-21.0
1034518,1338,-21.0
1035277,1339,-21.0
1036035,1340,-21.0
1036794,1341,-21.0
1037554,1342,-21.0
1038314,1343,-21.0
1039078,1344,-21.0
1039842,1345,-21.0
1040600,1346,-21.0
1041358,1347,-21.0
1042120,1348,-21.0
1042878,1349,-21.0
1043642,1350,-21.0
1044403,1351,-21.0
1045160,1352,-21.0
1045922,1353,-21.0
1046679,1354,-21.0
1047437,1355,-21.0
1048199,1356,-21.0
